id,code,name,active
cat_019_28250,28250,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",TRUE
cat_019_28260,28260,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",TRUE
cat_019_28291,28291,Fabricación de máquinas para imprenta,TRUE
cat_019_28299,28299,Fabricación de maquinaria de uso especial ncp,TRUE
cat_019_29100,29100,Fabricación vehículos automotores,TRUE
cat_019_29200,29200,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semiremolques,TRUE
cat_019_29300,29300,"Fabricación de partes, piezas y accesorios para vehículos automotores",TRUE
cat_019_30110,30110,Fabricación de buques,TRUE
cat_019_30120,30120,Construcción y reparación de embarcaciones de recreo,TRUE
cat_019_30200,30200,Fabricación de locomotoras y de material rodante,TRUE
cat_019_30300,30300,Fabricación de aeronaves y naves espaciales,TRUE
cat_019_30400,30400,Fabricación de vehículos militares de combate,TRUE
cat_019_30910,30910,Fabricación de motocicletas,TRUE
cat_019_30920,30920,Fabricación de bicicletas y sillones de ruedas para inválidos,TRUE
cat_019_30990,30990,Fabricación de equipo de transporte ncp,TRUE
cat_019_31001,31001,Fabricación de colchones y somier,TRUE
cat_019_31002,31002,Fabricación de muebles y otros productos de madera a medida,TRUE
cat_019_31008,31008,Servicios de maquilado de muebles,TRUE
cat_019_31009,31009,Fabricación de muebles ncp,TRUE
cat_019_32110,32110,Fabricación de joyas platerías y joyerías,TRUE
cat_019_32120,32120,Fabricación de joyas de imitación (fantasía) y artículos conexos,TRUE
cat_019_32200,32200,Fabricación de instrumentos musicales,TRUE
cat_019_32301,32301,Fabricación de artículos de deporte,TRUE
cat_019_32308,32308,Servicio de maquila de productos deportivos,TRUE
cat_019_32401,32401,Fabricación de juegos de mesa y de salón,TRUE
cat_019_32402,32402,Servicio de maquilado de juguetes y juegos,TRUE
cat_019_32409,32409,Fabricación de juegos y juguetes n.c.p.,TRUE
cat_019_32500,32500,Fabricación de instrumentos y materiales médicos y odontológicos,TRUE
cat_019_32901,32901,"Fabricación de lápices, bolígrafos, sellos y artículos de librería en general",TRUE
cat_019_32902,32902,"Fabricación de escobas, cepillos, pinceles y similares",TRUE
cat_019_32903,32903,Fabricación de artesanías de materiales diversos,TRUE
cat_019_32904,32904,Fabricación de artículos de uso personal y domésticos n.c.p.,TRUE
cat_019_32905,32905,Fabricación de accesorios para las confecciones y la marroquinería n.c.p.,TRUE
cat_019_32908,32908,Servicios de maquila ncp,TRUE
cat_019_32909,32909,Fabricación de productos manufacturados n.c.p.,TRUE
cat_019_33110,33110,Reparación y mantenimiento de productos elaborados de metal,TRUE
cat_019_33120,33120,Reparación y mantenimiento de maquinaria,TRUE
cat_019_33130,33130,Reparación y mantenimiento de equipo electrónico y óptico,TRUE
cat_019_33140,33140,Reparación y mantenimiento de equipo eléctrico,TRUE
cat_019_33150,33150,"Reparación y mantenimiento de equipo de transporte, excepto vehículos automotores",TRUE
cat_019_33190,33190,Reparación y mantenimiento de equipos n.c.p.,TRUE
cat_019_33200,33200,Instalación de maquinaria y equipo industrial,TRUE
cat_019_35101,35101,Generación de energía eléctrica,TRUE
cat_019_35102,35102,Transmisión de energía eléctrica,TRUE
cat_019_35103,35103,Distribución de energía eléctrica,TRUE
cat_019_35200,35200,"Fabricación de gas, distribución de combustibles gaseosos por tuberías",TRUE
cat_019_35300,35300,Suministro de vapor y agua caliente,TRUE
cat_019_36000,36000,"Captación, tratamiento y suministro de agua",TRUE
cat_019_37000,37000,Evacuación de aguas residuales (alcantarillado),TRUE
cat_019_38110,38110,Recolección y transporte de desechos sólidos proveniente de hogares y sector urbano,TRUE
cat_019_38120,38120,Recolección de desechos peligrosos,TRUE
cat_019_38210,38210,Tratamiento y eliminación de desechos inicuos,TRUE
cat_019_38220,38220,Tratamiento y eliminación de desechos peligrosos,TRUE
cat_019_38301,38301,Reciclaje de desperdicios y desechos textiles,TRUE
cat_019_38302,38302,Reciclaje de desperdicios y desechos de plástico y caucho,TRUE
cat_019_38303,38303,Reciclaje de desperdicios y desechos de vidrio,TRUE
cat_019_38304,38304,Reciclaje de desperdicios y desechos de papel y cartón,TRUE
cat_019_38305,38305,Reciclaje de desperdicios y desechos metálicos,TRUE
cat_019_38309,38309,Reciclaje de desperdicios y desechos no metálicos n.c.p.,TRUE
cat_019_39000,39000,Actividades de Saneamiento y otros Servicios de Gestión de Desechos,TRUE
cat_019_41001,41001,Construcción de edificios residenciales,TRUE
cat_019_41002,41002,Construcción de edificios no residenciales,TRUE
cat_019_42100,42100,"Construcción de carreteras, calles y caminos",TRUE
cat_019_42200,42200,Construcción de proyectos de servicio público,TRUE
cat_019_42900,42900,Construcción de obras de ingeniería civil n.c.p.,TRUE
cat_019_43110,43110,Demolición,TRUE
cat_019_43120,43120,Preparación de terreno,TRUE
cat_019_43210,43210,Instalaciones eléctricas,TRUE
cat_019_43220,43220,"Instalación de fontanería, calefacción y aire acondicionado",TRUE
cat_019_43290,43290,Otras instalaciones para obras de construcción,TRUE
cat_019_43300,43300,Terminación y acabado de edificios,TRUE
cat_019_43900,43900,Otras actividades especializadas de construcción,TRUE
cat_019_43901,43901,Fabricación de techos y materiales diversos,TRUE
cat_019_45100,45100,Venta de vehículos automotores,TRUE
cat_019_45201,45201,Reparación mecánica de vehículos automotores,TRUE
cat_019_45202,45202,Reparaciones eléctricas del automotor y recarga de baterías,TRUE
cat_019_45203,45203,Enderezado y pintura de vehículos automotores,TRUE
cat_019_45204,45204,"Reparaciones de radiadores, escapes y silenciadores",TRUE
cat_019_45205,45205,"Reparación y reconstrucción de vías, stop y otros artículos de fibra de vidrio",TRUE
cat_019_45206,45206,Reparación de llantas de vehículos automotores,TRUE
cat_019_45207,45207,Polarizado de vehículos (mediante la adhesión de papel especial a los vidrios),TRUE
cat_019_45208,45208,Lavado y pasteado de vehículos (carwash),TRUE
cat_019_45209,45209,Reparaciones de vehículos n.c.p.,TRUE
cat_019_45211,45211,Remolque de vehículos automotores,TRUE
cat_019_45301,45301,"Venta de partes, piezas y accesorios nuevos para vehículos automotores",TRUE
cat_019_45302,45302,"Venta de partes, piezas y accesorios usados para vehículos automotores",TRUE
cat_019_45401,45401,Venta de motocicletas,TRUE
cat_019_45402,45402,"Venta de repuestos, piezas y accesorios de motocicletas",TRUE
cat_019_45403,45403,Mantenimiento y reparación de motocicletas,TRUE
cat_019_46100,46100,Venta al por mayor a cambio de retribución o por contrata,TRUE
cat_019_46201,46201,Venta al por mayor de materias primas agrícolas,TRUE
cat_019_46202,46202,Venta al por mayor de productos de la silvicultura,TRUE
cat_019_46203,46203,Venta al por mayor de productos pecuarios y de granja,TRUE
cat_019_46211,46211,Venta de productos para uso agropecuario,TRUE
cat_019_46291,46291,"Venta al por mayor de granos básicos (cereales, leguminosas)",TRUE
cat_019_46292,46292,Venta al por mayor de semillas mejoradas para cultivo,TRUE
cat_019_46293,46293,Venta al por mayor de café oro y uva,TRUE
cat_019_46294,46294,Venta al por mayor de caña de azúcar,TRUE
cat_019_46295,46295,"Venta al por mayor de flores, plantas y otros productos naturales",TRUE
cat_019_46296,46296,Venta al por mayor de productos agrícolas,TRUE
cat_019_46297,46297,Venta al por mayor de ganado bovino (vivo),TRUE
cat_019_46298,46298,"Venta al por mayor de animales porcinos, ovinos, caprino, canículas, apícolas, avícolas vivos",TRUE
cat_019_46299,46299,Venta de otras especies vivas del reino animal,TRUE
cat_019_46301,46301,Venta al por mayor de alimentos,TRUE
cat_019_46302,46302,Venta al por mayor de bebidas,TRUE
cat_019_46303,46303,Venta al por mayor de tabaco,TRUE
cat_019_46371,46371,"Venta al por mayor de frutas, hortalizas (verduras), legumbres y tubérculos",TRUE
cat_019_46372,46372,"Venta al por mayor de pollos, gallinas destazadas, pavos y otras aves",TRUE
cat_019_46373,46373,"Venta al por mayor de carne bovina y porcina, productos de carne y embutidos",TRUE
cat_019_46374,46374,Venta al por mayor de huevos,TRUE
cat_019_46375,46375,Venta al por mayor de productos lácteos,TRUE
cat_019_46376,46376,"Venta al por mayor de productos farináceos de panadería (pan dulce, cakes, respostería, etc.)",TRUE
cat_019_46377,46377,"Venta al por mayor de pastas alimenticias, aceites y grasas comestibles vegetal y animal",TRUE
cat_019_46378,46378,Venta al por mayor de sal comestible,TRUE
cat_019_46379,46379,Venta al por mayor de azúcar,TRUE
cat_019_46391,46391,"Venta al por mayor de abarrotes (vinos, licores, productos alimenticios envasados, etc.)",TRUE
cat_019_46392,46392,Venta al por mayor de aguas gaseosas,TRUE
cat_019_46393,46393,Venta al por mayor de agua purificada,TRUE
cat_019_46394,46394,"Venta al por mayor de refrescos y otras bebidas, líquidas o en polvo",TRUE
cat_019_46395,46395,Venta al por mayor de cerveza y licores,TRUE
cat_019_46396,46396,Venta al por mayor de hielo,TRUE
cat_019_46411,46411,"Venta al por mayor de hilados, tejidos y productos textiles de mercería",TRUE
cat_019_46412,46412,Venta al por mayor de artículos textiles excepto confecciones para el hogar,TRUE
cat_019_46413,46413,Venta al por mayor de confecciones textiles para el hogar,TRUE
cat_019_46414,46414,Venta al por mayor de prendas de vestir y accesorios de vestir,TRUE
cat_019_46415,46415,Venta al por mayor de ropa usada,TRUE
cat_019_46416,46416,Venta al por mayor de calzado,TRUE
cat_019_46417,46417,Venta al por mayor de artículos de marroquinería y talabartería,TRUE
